date,tournament,player1,player2,sets1,sets2,score,odd1,odd2
2025-03-09,Szekesfehervar ITF,Nahimana S. (8),Sramkova T.,2,0,6-1 6-1,1.05,8.08
2025-03-09,Szekesfehervar ITF,Lukas T. (1),Molnar K.,2,1,6-4 4-6 7-62,1.05,8.08
2025-03-09,Szekesfehervar ITF,Lovric P. (14),Polakovicova A.,2,0,6-0 6-1,1.06,7.08
2025-03-09,Szekesfehervar ITF,Anshba A.,Rocchetti S. (13),2,0,6-4 6-4,1.40,2.68
2025-03-09,Szekesfehervar ITF,Gjorcheska L. (2),Biro M.,2,0,6-3 6-0,1.06,7.50
2025-03-09,Szekesfehervar ITF,In-Albon Y. (5),Sevcikova L.,2,0,6-2 6-2,1.16,4.48
2025-03-09,Szekesfehervar ITF,Buyukakcay C. (9),Varga V.,2,0,6-1 6-3,1.06,7.42
2025-03-09,Szekesfehervar ITF,Kulambayeva Z. (6),Kalman L.,2,0,6-2 6-2,1.05,8.08
2025-03-09,Szekesfehervar ITF,Gorgodze E. (12),Kostic T.,2,0,7-65 6-1,1.27,3.40
2025-03-09,Szekesfehervar ITF,Matoula M. (16),Mihalka A.,2,0,6-3 6-4,1.05,8.08
2025-03-09,Szekesfehervar ITF,Prisacariu A. (15),Fenyves G.,2,0,6-0 6-4,1.07,7.00
2025-03-09,Szekesfehervar ITF,Quevedo K. (4),Tanasie L.,2,0,7-62 6-1,1.32,3.12
2025-03-09,Szekesfehervar ITF,Wurth T. (3),Bak Szabo N.,2,0,7-6 6-2,1.02,11.00
2025-03-09,Targu Mures ITF,Sava I.,Szabo B. (16),2,0,7-62 6-3,2.23,1.56
2025-03-09,Targu Mures ITF,Kolb N. (15),Prodan G.,2,0,6-0 6-0,1.00,26.00
2025-03-09,Targu Mures ITF,Popa M. (9),Kubanova K.,2,0,6-3 6-2,1.70,2.02
2025-03-09,Targu Mures ITF,Laboutkova A. (11),Marginean A.,2,1,6-0 4-6 6-2,1.23,3.74
2025-03-09,Targu Mures ITF,Simion O. (10),Goina P.,2,0,6-2 6-1,1.27,3.40
2025-03-09,Targu Mures ITF,Barbulescu B. (13),Puiac A.,2,0,6-4 6-3,1.10,5.83
2025-03-09,Targu Mures ITF,Vasilescu A. (14),Munteanu T.,2,0,6-2 6-2,1.06,7.67
2025-03-09,Targu Mures ITF,Encheva L. (12),Yu J.,2,0,6-1 6-0,,
2025-03-10,Indian Wells,Sabalenka A. (1),Bronzetti L.,2,0,6-1 6-2,1.07,8.94
2025-03-10,Indian Wells,Bencic B.,Shnaider D. (13),2,0,6-4 6-4,1.50,2.61
2025-03-10,Indian Wells,Gauff C. (3),Sakkari M. (29),2,0,7-61 6-2,1.25,4.02
2025-03-10,Indian Wells,Kartal S.,Kudermetova P.,2,0,7-5 6-3,1.76,2.06
2025-03-10,Indian Wells,Keys M. (5),Mertens E. (28),2,1,6-2 68-7 6-4,1.40,2.97
2025-03-10,Indian Wells,Zheng Q. (8),Sun L.,2,0,6-4 7-5,1.17,5.08
2025-03-10,Indian Wells,Andreeva M. (9),Tauson C. (22),2,0,6-3 6-0,1.49,2.63
2025-03-10,Solarino 5 ITF,Garland J. (2),Falkowska W. (8),2,0,6-1 6-2,1.16,4.71
2025-03-10,UTR Pro Tennis Series 5,Vlckova K.,Kroisova A.,2,0,6-4 6-4,1.16,4.32
2025-03-10,UTR Pro Tennis Series 5,Hlavata N.,Lukesova N.,2,1,1-6 6-2 6-2,7.83,1.04
2025-03-10,UTR Pro Tennis Series 5,Smekalova M.,Novak N.,2,0,6-1 6-1,1.03,8.50
2025-03-10,UTR Pro Tennis Series 5,Wysoczanska K.,Vrbova J.,2,0,7-5 6-3,1.16,4.38
2025-03-10,UTR Pro Tennis Series 5,Prici T.,Holubova A.,2,0,6-3 6-1,,
2025-03-10,UTR Pro Tennis Series 5,Perhacova T.,Skrabalova G.,2,1,2-6 7-5 7-5,3.08,1.31
2025-03-10,UTR Pro Tennis Series 5,Krajmer K.,Stverakova T.,2,1,6-2 2-6 6-1,1.07,6.33
2025-03-10,UTR Pro Match Series,Dvorackova A.,Moreno C.,2,0,6-3 7-5,,
2025-03-10,UTR Pro Match Series,Ackman A.,Frank R.,2,0,6-3 6-3,,
2025-03-10,UTR Pro Match Series,Larke Z.,Cutone O.,2,0,6-0 6-1,1.35,2.85
2025-03-10,UTR Pro Match Series,Crowder R.,Rolls K.,2,1,3-6 6-1 6-3,4.78,1.14
2025-03-10,UTR Pro Match Series,Crossley M.,Starastsenka K.,2,0,6-2 6-1,1.01,9.67
2025-03-10,UTR Pro Match Series,Zeballos N.,Hawkshaw S.,2,0,6-3 6-3,1.04,7.50
2025-03-10,Alaminos-Larnaca ITF,Fadida M.,Novello C. (11),2,1,4-6 6-3 10-4,,
2025-03-10,Alaminos-Larnaca ITF,Yardley S. (12),Buhadana S.,2,1,4-6 6-3 10-5,,
2025-03-10,Alaminos-Larnaca ITF,Plakk C.,Bennasar Motilla K. (16),2,0,6-0 6-0,,
2025-03-10,Alaminos-Larnaca ITF,Firman A. (4),Najjar R.,2,0,6-0 6-1,,
2025-03-10,Alaminos-Larnaca ITF,Maloney E. (7),Tudor D.,2,0,6-2 6-2,,
2025-03-10,Alaminos-Larnaca ITF,Dzimovic S.,Jakovleva A. (9),2,0,6-4 6-2,,
2025-03-10,Alaminos-Larnaca ITF,Auer S. (6),Andronicou N.,2,0,6-4 7-5,,
2025-03-10,Antalya 10 ITF,Petretic L. (1),Brennan E.,2,0,6-0 6-0,,
2025-03-10,Antalya 10 ITF,Shadchneva D. (3),Dement S.,2,0,6-0 6-3,,
2025-03-10,Antalya 10 ITF,Vaja K.,Tatu A.,2,1,3-6 6-3 10-3,,
2025-03-10,Antalya 10 ITF,Natal Gomez L. (13),Sezer M.,2,1,3-6 6-4 11-9,,
2025-03-10,Antalya 10 ITF,Petkovic A. (4),Golubovic L.,2,1,6-0 5-7 10-7,,
2025-03-10,Antalya 10 ITF,Giraldi Requena A. (2),Bizjak Z.,2,0,6-0 6-1,,
2025-03-10,Antalya 10 ITF,Dragnea S.,Dernikovic R.,1,0,6-1 0-3,,
2025-03-10,Antalya 10 ITF,Soare A.,Sauciuc A.,2,0,6-1 6-1,,
2025-03-10,Antalya 10 ITF,Coreisa R.,Havermans D. (15),1,0,6-2 2-1,,
2025-03-10,Antalya 10 ITF,Urso A. (14),Kuzmina A.,2,0,6-2 6-1,,
2025-03-10,Antalya 10 ITF,Shadchneva D. (3),Coreisa R.,2,0,6-2 6-1,,
2025-03-10,Antalya 10 ITF,Petretic L. (1),Stieg F.,2,0,6-2 6-2,,
2025-03-10,Antalya 10 ITF,Boehner L. (6),Lazar A.,2,0,6-2 6-4,,
2025-03-10,Antalya 10 ITF,Popa Teiusanu V. (7),Ivankovic M.,2,0,6-2 6-4,,
2025-03-10,Antalya 10 ITF,Rasim M. (16),Masiianskaia M.,2,0,6-3 6-4,,
2025-03-10,Antalya 10 ITF,Cvetkovic A.,Raschdorf C.,2,1,6-4 3-6 12-10,,
2025-03-10,Antalya 10 ITF,Stieg F.,Brotea A.,2,0,6-4 6-2,,
2025-03-10,Antalya 10 ITF,Agureeva E.,Todoni C. (9),2,0,7-65 7-5,,
2025-03-10,Gonesse ITF,Stevic H. (7),Brun L.,2,0,6-4 6-2,,
2025-03-10,Gonesse ITF,Collin L.,Kuznetsova E. (5),2,0,6-0 6-1,,
2025-03-10,Gonesse ITF,Trunet J. (8),Claeys L. (14),2,0,6-1 6-2,,
2025-03-10,Gonesse ITF,Leon I.,Mazzoni J. (9),2,0,6-2 6-0,1.10,6.63
2025-03-10,Gonesse ITF,Crinebouch H.,Moore C.,2,0,6-3 6-1,4.77,1.14
2025-03-10,Gonesse ITF,Ntondele Zinga T.,Gadient N. (13),2,1,1-6 6-1 10-8,1.34,3.05
2025-03-10,Gonesse ITF,Golubkova A. (11),Pawlak L. (1),2,0,7-65 6-3,3.25,1.29
2025-03-10,Gonesse ITF,Nolte F. (2),Soriano Santiago M. (10),2,1,2-6 6-2 13-11,2.20,1.58
2025-03-10,Gonesse ITF,Kuznetsova E. (5),Guerra B.,2,0,6-1 6-1,1.43,2.57
2025-03-10,Gonesse ITF,Stevic H. (7),Ahti V.,2,0,6-2 6-2,1.21,3.99
2025-03-10,Gonesse ITF,Collin L.,Mazzoni E. (12),2,0,6-4 6-4,1.34,3.05
2025-03-10,Gonesse ITF,Brun L.,Thomas Iglesias L. (16),2,0,6-3 7-5,2.19,1.62
2025-03-10,Gonesse ITF,Claeys L. (14),Bartanusz Z.,2,1,5-7 6-1 10-6,1.72,1.98
2025-03-10,Gonesse ITF,Trunet J. (8),Vagnerova L.,2,0,6-1 7-5,1.58,2.20
2025-03-10,Gonesse ITF,Leon I.,Kavanagh S. (6),2,0,6-3 6-0,1.58,2.20
2025-03-10,Gonesse ITF,Mazzoni J. (9),Claussmann E.,2,1,6-2 3-6 10-7,,
2025-03-10,Kyoto 2 ITF,Kawaguchi N. (7),Yoshimoto N.,2,0,6-1 6-2,,
2025-03-10,Kyoto 2 ITF,Kobori M. (2),Mushika M. (10),2,1,61-7 6-2 6-1,1.33,3.25
2025-03-10,Kyoto 2 ITF,Kobayashi H. (8),Nishimura K. (9),2,0,6-4 6-3,,
2025-03-10,Kyoto 2 ITF,Matsuda R. (5),Chikaraishi Y. (15),2,0,6-2 6-2,1.17,4.50
2025-03-10,Kyoto 2 ITF,Kinoshita H. (6),Ohashi R.,2,1,6-4 4-6 6-4,,
2025-03-10,Kyoto 2 ITF,Kozaki F. (4),Arakawa N. (16),2,1,63-7 6-3 6-3,,
2025-03-10,Kyoto 2 ITF,Omae A. (3),Rioux L. (11),2,0,6-3 6-1,,
2025-03-10,Kyoto 2 ITF,Zhang Y. (1),Ayukawa M.,2,0,6-3 7-67,,
2025-03-10,Kyoto 2 ITF,Yoshimoto N.,Morisaki K. (13),2,0,6-1 6-1,,
2025-03-10,Kyoto 2 ITF,Nishimura K. (9),Suzuki N.,2,0,7-64 7-64,1.23,3.82
2025-03-10,Kyoto 2 ITF,Mushika M. (10),Matsumoto A.,2,1,2-6 6-1 6-2,1.26,3.48
2025-03-10,Kyoto 2 ITF,Ohashi R.,Higashitani N. (12),2,1,4-6 6-3 6-2,1.57,2.25
2025-03-10,Kyoto 2 ITF,Chikaraishi Y. (15),Nishimoto S.,2,0,6-2 6-4,2.22,1.58
2025-03-10,Kyoto 2 ITF,Arakawa N. (16),Namigata J.,2,1,1-6 7-5 6-4,2.15,1.61
2025-03-10,Kyoto 2 ITF,Ayukawa M.,Jang G. (14),2,1,6-2 62-7 6-2,1.84,1.84
2025-03-10,Kyoto 2 ITF,Rioux L. (11),Shioya N.,2,0,6-1 6-3,1.04,9.00
2025-03-10,Monastir 26 ITF,Lazarenko M. (14),Cammilleri L.,2,0,6-1 6-1,,
2025-03-10,Monastir 26 ITF,Gadamauri T.,Marquez D. (15),2,0,6-2 6-0,,
2025-03-10,Monastir 26 ITF,Veldman K. (6),Soussi L.,2,0,6-2 6-2,,
2025-03-10,Monastir 26 ITF,Cassidy L.,Nita S. (13),2,0,6-2 6-2,,
2025-03-10,Monastir 26 ITF,Mcbride J. (2),Jeong H.,2,0,6-2 6-3,,
2025-03-10,Monastir 26 ITF,Townsend K.,Bulbarella M. (1),2,0,6-2 6-4,,
2025-03-10,Monastir 26 ITF,Podhajecka D. (9),Blackbeard K.,2,0,6-3 6-2,,
2025-03-10,Monastir 26 ITF,Komano M. (5),De Araujo Sandrini G.,2,0,6-3 6-3,,
2025-03-10,Monastir 26 ITF,Mincheva V. (4),Kim Y.,2,0,6-3 7-6,,
2025-03-10,Monastir 26 ITF,Sequeira M.,Norin F. (10),2,1,6-4 3-6 11-9,,
2025-03-10,Monastir 26 ITF,Reisel L.,Golas O. (12),2,1,6-4 4-6 10-7,,
2025-03-10,Monastir 26 ITF,Rothensteiner L. (3),Fernández L.,2,0,6-4 6-2,,
2025-03-10,Monastir 26 ITF,Popescu E.,Medvedeva M. (8),2,0,6-4 7-5,,
2025-03-10,Monastir 26 ITF,Lukosiute A. (7),Job K.,2,0,7-5 6-1,,
2025-03-10,Montreal ITF,Keller K. (9),Ukaegbu A.,2,0,6-0 6-0,,
2025-03-10,Montreal ITF,Ionescu E. (1),Grewal K.,2,0,6-1 6-0,,
2025-03-10,Montreal ITF,Motosono K. (15),Campagna A.,2,0,6-1 6-1,,
2025-03-10,Montreal ITF,Gruber T. (3),Nianiouras A.,2,0,6-1 6-1,,
2025-03-10,Montreal ITF,Moore K. (4),Bruneau R.,2,0,6-1 6-1,,
2025-03-10,Montreal ITF,Usui K. (2),Xie C.,2,0,6-1 6-2,,
2025-03-10,Montreal ITF,Kosan K. (6),Demers L.,2,0,6-1 6-4,,
2025-03-10,Montreal ITF,Dunyon J. (8),Gauvin E.,2,0,6-1 7-5,,
2025-03-10,Montreal ITF,Vozniak K. (5),Komar M.,2,0,6-2 6-4,,
2025-03-10,Montreal ITF,Barry S. (10),Istrate T.,2,1,6-3 3-6 10-6,,
2025-03-10,Montreal ITF,Root M. (11),Lorthios-Guilledroit J.,2,0,6-3 6-0,,
2025-03-10,Montreal ITF,Bittner A.,Bean L. (13),2,0,6-3 6-0,,
2025-03-10,Montreal ITF,Feth B.,Morales M. (16),2,0,6-4 7-6,,
2025-03-10,Montreal ITF,Cousineau L.,Rsovac D. (7),2,0,7-6 6-3,,
2025-03-10,Montreal ITF,Donarski T.,Vakalapudi S. (12),2,0,7-6 6-4,,
2025-03-10,Montreal ITF,Mahendran K.,Dawson N. (14),2,0,7-65 6-4,,
2025-03-10,Nonthaburi ITF,Choi O. (12),Mariani M. (7),2,0,6-2 6-3,2.20,1.58
2025-03-10,Nonthaburi ITF,Kitahara Y. (16),Kim D.,2,1,6-2 62-7 10-6,2.68,1.40
2025-03-10,Nonthaburi ITF,Szostak M. (4),Nitture A. (9),2,0,6-4 6-0,1.31,3.17
2025-03-10,Nonthaburi ITF,Reyngold E. (1),Sagandikova A. (15),2,1,5-7 7-5 10-5,1.33,3.25
2025-03-10,Nonthaburi ITF,Ewald W. (2),Kenzhibayeva S. (14),2,0,6-3 6-1,1.34,3.03
2025-03-10,Nonthaburi ITF,Kummel A. (10),De Zeeuw J. (5),2,1,7-5 3-6 10-7,3.55,1.25
2025-03-10,Nonthaburi ITF,Aikawa M. (11),Lee E.,2,0,6-2 6-2,1.72,1.98
2025-03-10,Nonthaburi ITF,Pace F. (3),Ohwaki Y.,2,0,6-4 6-0,1.14,4.87
2025-03-10,Sharm El Sheikh 7 ITF,Okhendovskaya M.,Stoilkovska M. (1),1,0,,,
2025-03-10,Sharm El Sheikh 7 ITF,Scaldalai E.,Bredberg Canizares D. (15),2,1,0-6 6-3 10-8,,
2025-03-10,Sharm El Sheikh 7 ITF,Janssen C. (11),Krokhina E.,2,1,3-6 6-4 11-9,,
2025-03-10,Sharm El Sheikh 7 ITF,Saner J. (2),Monko V.,2,0,6-1 6-1,,
2025-03-10,Sharm El Sheikh 7 ITF,Samardzic A. (7),Jelínková A.,2,0,6-1 6-4,,
2025-03-10,Sharm El Sheikh 7 ITF,Allen V. (4),Elkady J.,1,0,6-2 4-1,,
2025-03-10,Sharm El Sheikh 7 ITF,Krumkachev P.,Danailova E. (13),2,0,6-2 6-0,,
2025-03-10,Sharm El Sheikh 7 ITF,Zvereva V. (5),Lanciaprima A.,2,0,6-2 6-2,,
2025-03-10,Sharm El Sheikh 7 ITF,Faltinger I. (10),Ponomareva D.,2,0,6-2 6-4,,
2025-03-10,Sharm El Sheikh 7 ITF,Danilova O. (12),Paris S.,2,0,6-2 7-5,,
2025-03-10,Sharm El Sheikh 7 ITF,Serban I. (6),Metwali H.,2,0,6-3 6-0,,
2025-03-10,Sharm El Sheikh 7 ITF,Boyden M. (3),Ha S.,2,0,6-3 6-3,,
2025-03-10,Sharm El Sheikh 7 ITF,Bochoradze A.,Kalamari G. (14),2,0,6-4 6-4,,
2025-03-10,Sharm El Sheikh 7 ITF,Ceuca A. (16),Drevojanova E.,2,1,6-7 6-4 10-3,,
2025-03-10,Sharm El Sheikh 7 ITF,Murta I.,Shmakova M. (9),2,0,7-5 6-2,,
2025-03-10,Sharm El Sheikh 7 ITF,Ivashchenko A.,Sawant M. (8),2,0,7-64 6-4,,
2025-03-10,Shenzhen ITF,Morvayova V. (5),Li J.,2,0,6-0 7-5,1.26,3.48
2025-03-10,Shenzhen ITF,Xun F. (12),Lemaitre T. (2),2,1,5-7 6-2 6-4,2.57,1.43
2025-03-10,Shenzhen ITF,Sema E. (4),Lu J. (16),2,1,2-6 7-5 6-4,1.40,2.68
2025-03-10,Shenzhen ITF,Feng S. (9),Yuan C. (7),2,1,6-4 5-7 6-3,1.72,1.98
2025-03-10,Shenzhen ITF,Wu H. (14),Yang Y. (3),2,0,6-2 7-63,3.48,1.26
2025-03-10,Shenzhen ITF,Pavlova K. (1),Yang Y. (15),2,1,7-65 4-6 6-2,1.45,2.52
2025-03-10,Shenzhen ITF,Wang Y.,Kolodynska J. (10),2,0,7-61 6-2,2.85,1.36
2025-03-10,Shenzhen ITF,Sidorova K. (11),Guo M. (8),2,0,7-66 6-4,1.81,1.87
2025-03-10,Solarino ITF,Paštiková J. (6),Cavelli C. (14),2,0,6-1 6-2,1.06,7.08
2025-03-10,Solarino ITF,Paganetti V. (7),Kolonus Z. (12),2,0,6-2 6-4,1.08,6.42
2025-03-10,Solarino ITF,Raggi A. (8),Teodosescu A.,2,0,6-3 6-1,1.58,2.22
2025-03-10,Solarino ITF,De Stefano S. (2),Genovese L.,2,0,6-0 6-0,1.01,13.00
2025-03-10,Solarino ITF,Corley P. (5),La Cagnina N. (15),2,0,6-1 6-4,1.34,3.05
2025-03-10,Solarino ITF,Tsygourova K. (4),Paterno G.,2,0,6-2 6-1,1.11,5.50
2025-03-10,Solarino ITF,Hatouka Y. (1),Milanese S. (16),2,0,6-1 6-1,1.06,7.33
2025-03-10,Szekesfehervar ITF,Cakarevic S. (7),Matoula M. (16),2,1,64-7 6-4 6-3,1.51,2.39
2025-03-10,Szekesfehervar ITF,Kulambayeva Z. (6),Lovric P. (14),2,0,6-1 6-3,2.08,1.66
2025-03-10,Szekesfehervar ITF,Nahimana S. (8),Kucmova A. (10),2,1,7-5 1-6 6-4,2.15,1.61
2025-03-10,Szekesfehervar ITF,Wurth T. (3),Wagner S. (11),2,0,6-1 6-3,1.60,2.18
2025-03-10,Szekesfehervar ITF,Lukas T. (1),Anshba A.,2,0,6-2 6-2,1.35,2.93
2025-03-10,Szekesfehervar ITF,In-Albon Y. (5),Gorgodze E. (12),2,1,2-6 7-5 6-3,1.55,2.28
2025-03-10,Szekesfehervar ITF,Gjorcheska L. (2),Prisacariu A. (15),2,1,3-6 6-1 7-63,1.22,3.83
2025-03-10,Szekesfehervar ITF,Quevedo K. (4),Buyukakcay C. (9),2,0,6-1 6-4,1.57,2.23
2025-03-10,Targu Mures ITF,Kolb N. (15),Portillo Ramirez M. (2),2,1,7-67 4-6 7-5,2.62,1.44
2025-03-10,Targu Mures ITF,Radwanska U. (6),Sava I.,2,0,6-2 6-2,1.09,6.17
2025-03-10,Targu Mures ITF,Senic N. (1),Popa M. (9),2,0,6-2 6-1,1.26,3.48
2025-03-10,Targu Mures ITF,Laboutkova A. (11),Mcadoo R. (7),2,0,6-3 6-2,1.98,1.72
2025-03-10,Targu Mures ITF,Ristic M. (4),Simion O. (10),2,0,6-1 6-4,1.36,2.86
2025-03-10,Targu Mures ITF,Lee G. (3),Barbulescu B. (13),2,1,6-4 3-6 6-3,1.22,3.83
2025-03-10,Targu Mures ITF,Bartone K. (8),Vasilescu A. (14),2,0,6-2 6-3,1.42,2.62
2025-03-10,Targu Mures ITF,Primorac I. (5),Encheva L. (12),2,0,6-4 6-3,1.58,2.20
2025-03-10,UTR Pro Tennis Series 8,Hagi N.,Ono M.,2,1,6-3 5-7 6-3,1.25,3.40
2025-03-10,UTR Pro Tennis Series 8,Ishii A.,Yaguchi A.,2,0,6-0 6-2,1.11,5.25
2025-03-10,UTR Pro Tennis Series 8,Nakashima M.,Kosaka R.,2,0,6-2 6-4,,
2025-03-10,UTR Pro Tennis Series 8,Pesci A.,Ono M.,2,0,6-2 6-3,,
2025-03-10,UTR Pro Tennis Series 8,Tamura K.,Yoshida A.,2,0,6-2 6-2,,
2025-03-10,UTR Pro Tennis Series 8,Furuya M.,Komatsu R.,2,0,6-0 6-3,1.16,4.32
2025-03-10,UTR Pro Tennis Series 8,Shigeta M.,Ito M.,2,0,6-0 6-1,1.34,2.78
2025-03-10,UTR Pro Tennis Series 8,Nakashima M.,Hagi N.,2,0,6-0 6-0,1.02,8.67
2025-03-10,UTR Pro Tennis Series 8,Niimi K.,Maruyama A.,2,0,6-2 6-3,1.07,6.33
2025-03-10,UTR Pro Tennis Series 8,Tamura K.,Nayuki S.,2,1,6-0 4-6 6-3,1.53,2.27
2025-03-10,UTR Pro Tennis Series 8,Ishii A.,Ichioka A.,2,1,6-0 5-7 6-4,,
2025-03-10,UTR Pro Tennis Series 8,Shigeta M.,Yaguchi A.,2,0,6-0 6-3,1.16,4.32
2025-03-10,UTR Pro Tennis Series 8,Komatsu R.,Deremer M.,2,0,6-3 6-0,1.21,3.78
2025-03-11,Indian Wells,Svitolina E. (23),Pegula J. (4),2,1,5-7 6-1 6-2,2.70,1.46
2025-03-11,Indian Wells,Swiatek I. (2),Muchova K. (15),2,0,6-1 6-1,1.30,3.51
2025-03-11,Indian Wells,Paolini J. (6),Cristian J.,2,1,6-4 3-6 6-4,1.29,3.59
2025-03-11,Indian Wells,Vekic D. (19),Navarro E. (10),2,0,7-65 6-1,2.89,1.42
2025-03-11,Indian Wells,Samsonova L. (24),Kasatkina D. (12),2,1,2-6 6-3 6-2,2.27,1.64
2025-03-11,Szekesfehervar ITF,Jakupovic D.,Fita Boluda A.,2,1,1-6 7-63 6-4,3.34,1.30
2025-03-11,Szekesfehervar ITF,Bulgaru M.,Fett J. (3),2,1,3-6 6-2 6-2,2.93,1.36
2025-03-11,Szekesfehervar ITF,Bejlek S. (5),Nagy A.,2,0,6-1 6-0,1.07,7.50
2025-03-11,Szekesfehervar ITF,Sobolieva A.,Semenistaja D. (6),2,1,7-5 3-6 7-5,1.73,1.99
2025-03-11,Targu Mures ITF,Radwanska U.,Palicova B. (7),2,0,6-4 6-3,2.89,1.37
2025-03-11,Targu Mures ITF,Von Deichmann K. (4),Kalieva E.,2,0,6-4 7-60,1.59,2.22
2025-03-11,Targu Mures ITF,Hon P. (3),Primorac I.,2,0,6-3 6-1,1.31,3.18
2025-03-11,Targu Mures ITF,Ristic M.,Chang S.,2,0,6-2 6-4,1.36,2.95
2025-03-11,Targu Mures ITF,Falei A.,Ibragimova A.,1,0,6-0 4-1,1.44,2.46
2025-03-11,Targu Mures ITF,Rosatello C.,Snigur D. (1),2,0,7-63 6-4,4.61,1.15
2025-03-11,Targu Mures ITF,Hontama M. (5),Senic N.,2,0,6-1 6-3,1.21,3.49
2025-03-11,Targu Mures ITF,Diyas Z.,Laboutkova A.,2,0,6-2 6-4,1.38,2.81
2025-03-11,Kyoto 2 ITF,Zhang Y.,Ma Y. (4),2,1,7-5 4-6 6-3,3.70,1.25
2025-03-11,Kyoto 2 ITF,Shimizu A.,Tsutsumi K.,2,0,6-2 6-2,1.23,3.52
2025-03-11,Kyoto 2 ITF,Kinoshita H.,Kawaguchi N.,2,1,4-6 6-2 7-5,1.72,2.01
2025-03-11,Kyoto 2 ITF,Liang E.,Kung L. (3),2,1,6-3 3-6 7-5,2.06,1.67
2025-03-11,Kyoto 2 ITF,Saito S. (2),Arakawa H.,2,0,6-3 6-1,1.22,3.98
2025-03-11,Kyoto 2 ITF,Akita S.,Hayasaka K.,2,1,4-6 6-2 7-5,1.05,5.67
2025-03-11,Shenzhen ITF,Lu J.,Jang S. (8),2,0,6-1 6-2,2.39,1.52
2025-03-11,Shenzhen ITF,You X.,Raina A.,2,0,6-2 6-4,1.82,1.88
2025-03-11,Shenzhen ITF,Bektas E. (2),Nugroho P.,2,0,6-4 6-1,1.51,2.42
2025-03-11,Mildura ITF,Guillen G.,Delaunay C.,2,1,6-0 61-7 6-3,1.87,1.85
2025-03-11,Mildura ITF,Khan L.,Ku Y. (5),2,0,6-4 7-5,7.87,1.06
2025-03-11,Mildura ITF,Thompson B.,Yoshioka K.,2,0,6-1 6-2,1.80,1.90
2025-03-11,Mildura ITF,Cabrera L. (1),Kim Y.,2,0,6-1 6-3,1.07,7.21
2025-03-11,Nonthaburi ITF,Back D. (3),Buchnik M.,2,0,6-0 6-1,1.26,3.48
2025-03-11,Nonthaburi ITF,Frayman D.,Vlasselaer C.,2,0,6-0 6-4,1.45,2.63
2025-03-11,Nonthaburi ITF,Hesse A. (1),Cheapchandej P.,2,0,6-3 7-5,1.65,2.13
2025-03-11,Solarino ITF,Paštiková J.,Ricci B. (8),2,1,3-6 7-62 6-2,1.21,4.00
2025-03-11,Solarino ITF,Paganetti V.,Raggi A.,2,1,2-6 6-0 6-4,1.26,3.56
2025-03-11,Solarino ITF,Tsygourova K.,Turini V.,2,0,6-2 6-3,1.66,2.12
2025-03-11,Solarino ITF,Samir S.,Kuzmova K. (7),2,0,6-4 6-2,2.94,1.36
2025-03-11,Solarino ITF,Maduzzi G.,Bertacchi A.,2,0,6-0 6-3,2.00,1.73
2025-03-11,Solarino ITF,Abbagnato A.,Gasparini C.,2,0,6-1 6-4,1.05,7.89
2025-03-11,Solarino ITF,De Stefano S.,Di Sarra F.,2,1,6-1 60-7 6-2,2.12,1.57
2025-03-11,Solarino ITF,Hruncakova V. (1),Corley P.,2,0,6-2 6-2,1.10,5.79
2025-03-11,UTR Pro Tennis Series 5,Stverakova T.,Hutkova V.,2,0,7-60 6-1,1.55,2.20
2025-03-11,UTR Pro Tennis Series 5,Smekalova M.,Perhacova T.,2,0,6-0 6-0,1.09,5.67
2025-03-11,UTR Pro Tennis Series 5,Hlavata N.,Hurkacz N.,2,0,6-1 6-0,,
2025-03-11,UTR Pro Tennis Series 5,Prici T.,Charvatova N.,2,0,7-62 6-3,,
2025-03-11,UTR Pro Tennis Series 5,Leykina P.,Skrabalova G.,2,0,6-2 6-1,,
2025-03-11,UTR Pro Tennis Series 5,Terziyska J.,Koprivova N.,2,0,6-0 6-0,,
2025-03-11,UTR Pro Tennis Series 5,Vlckova K.,Lukesova N.,2,0,7-5 6-4,,
2025-03-11,Alaminos-Larnaca ITF,Aristegui M.,Brune Olsen A.,2,1,6-4 3-6 6-1,2.18,1.61
2025-03-11,Alaminos-Larnaca ITF,Mettraux M. (3),Pochtovyk K.,2,0,6-4 6-0,1.31,3.26
2025-03-11,Alaminos-Larnaca ITF,Gillan A. (1),Breen S.,2,0,6-4 6-3,1.07,7.75
2025-03-11,Alaminos-Larnaca ITF,Dols S. (6),Vujovic L.,2,1,6-4 67-7 7-62,2.62,1.44
2025-03-11,Alaminos-Larnaca ITF,Perelygina E.,Sacco F.,2,1,6-4 2-6 6-4,1.73,1.98
2025-03-11,Alaminos-Larnaca ITF,Bojica S. (2),Zhenikhova S.,2,0,7-63 6-4,1.50,2.46
2025-03-11,Gonesse ITF,Gettwart F. (4),Ciocan M.,2,0,6-3 6-4,1.25,3.57
2025-03-11,Gonesse ITF,Kroitor K.,Langlais C.,2,0,6-2 6-1,1.18,4.42
2025-03-11,Gonesse ITF,Cirotte A.,Herrmann S. (7),2,0,6-4 6-2,2.37,1.51
2025-03-11,Gonesse ITF,Visscher S. (1),Babel O.,2,1,2-6 6-3 6-3,1.09,6.43
2025-03-11,Gonesse ITF,Baslilar S.,Zolotareva A. (2),2,0,6-3 6-3,,
